伊朗,COU
五角大楼,ORG
俄罗斯,COU
海上自卫队,ORG
美国,COU
国防部,ORG
10月24日,DAT
越南,COU
阿曼湾,LOC
华盛顿,GOV
伊斯兰革命卫队,MIL
阿曼海,LOC
谈判代表,TIT
副外长,TIT
德黑兰,GOV
驱逐舰,WAP
航母,WAP
印度,COU
海军,MIL
P15B型驱逐舰,WAP
印度洋,LOC
052D型驱逐舰,WAP
南昌号,WAP
山东舰,WAP
甘肃,LOC
舟曲,LOC
玉树,LOC
连队,MIL
连长,TIT
联勤保障部队,MIL
中士,TIT
军士长,TIT
汽车兵,MIL
下士,TIT
指挥长,TIT
营长,TIT
参谋,TIT
火箭军,MIL
南部战区,LOC
JMSDF,ORG
伊朗阿巴斯港,LOC
10月25日,DAT
快艇,WAP
武警,MIL
部长,TIT
大使馆,ORG
霍尔木兹海峡,LOC
谈判代表,TIT
奥地利,COU
维也纳,LOC
欧盟,ORG
副秘书长,TIT
欧盟对外行动署,ORG
国务院,ORG
发言人,TIT
负责人,TIT
特使,TIT
国家安全委员会,ORG
秘书,TIT
总统,TIT
陆军,MIL
米格-29,WAP
新疆,LOC
喀喇昆仑,LOC
空军,MIL
航空兵,MIL
中东,LOC
以色列,COU
叙利亚,COU
核武器,WAP
轰炸机,WAP
解放军,MIL
台军,MIL
上将,TIT
美军,COU
歼-16D,WAP
电战机,WAP
关岛,LOC
苏-27,WAP
舰载机,WAP
F35,WAP
歼20,WAP
第五代隐身舰载机,WAP
舰载固定翼预警机,WAP
歼15,WAP
总师,TIT
弹射版舰载机,WAP
隐身战机,WAP
F22,WAP
土耳其,COU
韩国,COU
英国,COU
法国,COU
F117,WAP
F35,WAP
FC31,WAP
AL31,WAP
F35C,WAP
FA18,WAP
超音速空对面导弹,WAP
苏57,WAP
巡航导弹,WAP
引导炸弹,WAP
预警机,WAP
99A主战坦克,WAP
04A步兵战车,WAP
炮兵,MIL
“中华复兴”号滚装船,WAP
滚装船,WAP
合成旅,WAP
“慧星”号,WAP
登陆艇,WAP
坦克,WAP
北欧,LOC
072型坦克登陆舰,WAP
两栖攻击舰,WAP
075两栖攻击舰,WAP
“美利坚”级两栖攻击舰,WAP
05式两栖步兵战车,WAP
无人机,WAP
装甲车,WAP
伞兵,MIL
苏联,ORG
捷克,COU
丹麦,COU
“歌迪亚海路”大型滚装船,WAP
阿富汗,COU
护卫舰,WAP
自由轮,WAP
055导弹驱逐舰,WAP
歼16,WAP
中东,LOC
伊拉克,COU
055型万吨驱逐舰,WAP
西太平洋,LOC
巡洋舰,WAP
综合补给舰,WAP
核潜艇,WAP
波斯湾,LOC
中途岛号,WAP
肯尼迪号,WAP
罗斯福号,WAP
F-14,WAP
A-6,WAP
A-7,WAP
F/A-18,WAP
萨克拉门托,WAP
威奇塔,WAP
“山东”舰,WAP
平甲板弹射型常规航母,WAP
纽约邮报,ORG
洛杉矶,LOC
联邦航空管理局,ORG
联邦调查局,ORG
台湾,LOC
中华航空公司,ORG
联邦军事技术合作局,ORG
S-500,WAP
航空母舰,WAP
施基利舰空导弹,WAP
道尔地空导弹,WAP
2S19式加榴炮,WAP
120毫米迫榴炮,WAP
82毫米自动迫击炮,WAP
300毫米龙卷风火箭炮,WAP
苏-30,WAP
56型科特林级驱逐舰,WAP
里加级护卫舰,WAP
3M54E俱乐部导弹,WAP
米格-21战斗机,WAP
T-54坦克,WAP
赛格反坦克导弹,WAP
红土地激光制导炮弹,WAP
BMP-3步战车,WAP
瓦良格号航母,WAP
黄蜂式云爆弹,WAP
图-160战略轰炸机,WAP
图-16轰炸机,WAP
北风之神战略核潜艇,WAP
亚森级攻击核潜艇,WAP
先锋高超音速导弹,WAP
亚尔斯,WAP
萨尔马特弹道导弹,WAP
RD170,WAP
RD180,WAP
RD191,WAP
洲际导弹,WAP
飞航式导弹,WAP
亚太,LOC
黑海,WAP
S500,WAP
S-300,WAP
S-400,WAP
F-35,WAP
发射井,WAP
美国科学家联合会,ORG
核弹,WAP
轻型多用途直升机,WAP
LUH,WAP
司令,TIT
“猎豹”直升机,WAP
“印度豹”直升机,WAP
卡-226T直升机,WAP
班加罗尔,LOC
印度斯坦航空公司,ORG
轻型攻击直升机,WAP
LCH,WAP
英国BAE,ORG
日本,COU
“伊丽莎白女王”级航空母舰,WAP
F-35,WAP
副总裁,TIT
首相,TIT
横须贺,LOC
“出云”号直升机航母,WAP
“加贺”号直升机航母,WAP
F-35B,WAP
柴电潜艇,WAP
P-3B反潜机,WAP
S-3A/B“维京人”反潜机,WAP
声纳浮标,WAP
SOSUS,WAP
声音监视系统,WAP
反潜武器,WAP
MK54,WAP
MK46,WAP
鱼雷,WAP
防空导弹,WAP
高射炮,WAP
AIP,WAP
不依赖空气推进,WAP
039A型,WAP
斯特林发动机AIP系统,WAP
参谋长,WAP
白宫,COU
河北,LOC
瑞士,LOC
SK单座,WAP
UBK双座,WAP
安徽,LOC
芜湖,LOC
苏-30,WAP
多用途战斗机,WAP
歼-11A,WAP
歼-11B,WAP
歼-16,WAP
歼-11B,WAP
歼-11BS,WAP
苏-33,WAP
T-10K-3,WAP
歼-15,WAP
步兵,MIL
侧卫,WAP
歼-11D,WAP
F-14,WAP
苏-35,WAP
南海,LOC
康涅狄格,WAP
印太,LOC
外交部,ORG
高超音速导弹,WAP
北约,ORG
朱姆沃尔特级驱逐舰,WAP
Block IIA型防空导弹,WAP
“海麻雀”防空导弹,WAP
战斧,WAP
标准-2,WAP
标准-6,WAP
“锆石”高超音速导弹,WAP
战略导弹部队,MIL
“汉弗莱营”基地,LOC
军士,TIT
远征维持司令部,ORG
启明星2号,WAP
军医,TIT
班长,TIT
步枪,WAP
SIG-716,WAP
AH-64D,WAP
T-90S,WAP
M-777,WAP
QBU-88,WAP
QBU-191,WAP
AK-203,WAP
因萨斯,WAP
VZ-58,WAP
内格夫,WAP
西格绍尔,WAP
81式,WAP
QBZ-191,WAP
QBZ-95,WAP
机枪,WAP
56式,WAP
步枪弹,WAP
NATO,WAP
M43,WAP
DBP-95,WAP
95式,WAP
委内瑞拉,COU
沙特,COU
P-15B,WAP
“维沙卡帕特南”级,WAP
 P-17A,WAP
MK-45,WAP
国防安全合作局,ORG
阿曼湾,LOC
酒泉卫星发射中心,LOC
长征二号,WAP
远征一号,WAP
遥感三十二号,WAP
国务卿,TIT
NASA,ORG
欧洲,LOC
吉林一号,WAP
地中海,LOC
黑海,LOC
“维克托”号,WAP
“圣保罗”号,WAP
土耳其,COU
中将,TIT
库兹涅佐夫号,WAP
克里姆林宫,GOV
莫斯科,LOC
白杨,WAP
匕首,WAP
撒旦,WAP
布拉瓦,WAP
B-21,WAP
突袭者,WAP
Lynx U2,WAP
巴拉特电子有限公司,ORG
Lynx U2,WAP
奥托?梅拉拉,ORG
拉达克,LOC
KC-46,WAP
飞马座,WAP
航空自卫队,MIL
KC-767J,WAP
F-35B,WAP
MV-22,WAP
鱼鹰,WAP
F-35A,WAP
F-15,WAP
防长,TIT
香港,LOC
克里米亚,LOC
顿巴斯,LOC
惠特尼山,WAP
波特,WAP
战斧,WAP
中情局,ORG
对外情报局,ORG
索契,LOC
东部战区,LOC
运-8,WAP
太平洋,LOC
国台办,ORG
意大利,COU
大陆,LOC
澳大利亚,COU
罗马,COU
阿富汗,COU
土库曼斯坦,COU
乌兹别克斯坦,COU
塔吉克斯坦,COU
巴基斯坦,COU
古巴,COU
埃塞俄比亚,COU
提格雷,LOC
亚的斯亚贝巴,LOC
Checkmate,WAP
将军,WAP
国家技术集团,ORG
迪拜,LOC
五代机,WAP
将杀,WAP
缅甸,COU
印度尼西亚,COU
孟加拉国,COU
马来西亚,COU
神舟,WAP
激光武器,WAP
欧洲航天局,ORG
广岛,LOC
长崎,LOC
中子弹,WAP
巴伦支海,LOC
鱼雷,WAP
近卫军,MIL
叶利尼亚,LOC
坦克师,MIL
布良斯克,LOC
库尔斯克,LOC
列宁格勒,LOC
波罗的海,LOC
圣彼得堡,LOC
预备队,MIL
集团军,MIL
马里乌波尔,LOC
克格勃,ORG
民兵组织,MIL
AK-203,WAP
总理,TIT
英萨斯,WAP
马里,COU
梅纳卡,LOC
蓝盔,MIL
FAA,ORG
航电设备,WAP
联邦通信委员会,ORG
FCC,ORG
雷达,WAP
南苏丹,COU
朱巴,LOC
院士,TIT
歼8,WAP
歼8Ⅱ,WAP
高空高速歼击机,WAP
歼教1,WAP
教练机,WAP
发射井,WAP
国防长,TIT
民兵-3,WAP
德国,COU
加拿大,COU
浮桥,WAP
六代机,WAP
成飞,ORG
攻击-11,WAP
无侦-8,WAP
歼-20,WAP
歼-10,WAP
FC-31,WAP
太空监视卫星,WAP
实践-20,WAP
P15B,WAP
维沙卡帕特南,WAP
孟买,COU
P15A,WAP
巴拉克,WAP
布拉莫斯,WAP
052C,WAP
052D,WAP
P18,WAP
LCA,ORG
枭龙,WAP
JF-17,WAP
阿塞拜疆,COU
,WAP
雷电,WAP
尼日利亚,COU
阿根廷,COU
亚美尼亚,COU
纳卡,LOC
苏-25,WAP
米格-35,WAP
巴库,LOC
隐形战斗机,WAP
F-16,WAP
台风,WAP
轻型战斗机,WAP
海狼,WAP
T-80,WAP
死神,WAP
捕食者,WAP
全球鹰,WAP
大疆,WAP
宙斯盾,WAP
惠特尼山号,WAP
DF-17,WAP
东沙,LOC
太平岛,LOC
T34,WAP
虎式,WAP
T-15,WAP
大马士革,LOC
耶路撒冷,LOC
F-22,WAP
FB-22,WAP
KF-21,WAP
F-4,WAP
米格-31,WAP
F-117,WAP
夜鹰,WAP
激光制导炸弹,WAP
苏-57,WAP
分布式孔径系统,WAP
F-86,WAP
米格-15,WAP
出云号,WAP
迫击炮,WAP
初教6,WAP
达姆弹,WAP
KS-18,WAP
塞瓦斯托波尔,LOC
伊尔-2,WAP
飞马座,WAP
空警2000,WAP
空警200,WAP
空警500,WAP
M134加特林机枪,WAP
M61加特林机炮,WAP
UH-1,WAP
休伊,WAP
AH-1G,WAP
AC-47,WAP
武装直升机,WAP
炮艇机,WAP
烈火-5,WAP
奥里萨邦,LOC
烈火,WAP
斯德哥尔摩国际和平研究所,ORG
GPS,WAP
北斗导航系统,WAP
吉尔吉斯斯坦,COU
新德里,LOC
尼米兹号,WAP
卡尔?文森号,WAP
伊丽莎白号,WAP
伯克级,WAP
B52,WAP
B1B,WAP
歼教6,WAP
萨德,WAP
伊斯兰国,ORG
呼罗珊省,ORG
喀布尔,LOC
塔利班,ORG
巴德里兵团,ORG
伊斯兰国,ORG
呼罗珊省,ORG
玉门,LOC
哈密,LOC
内蒙古,LOC
鄂尔多斯,LOC
东风-41,WAP
东风41,WAP
志愿军,ORG
排长,TIT
军长,TIT
康涅迪格,WAP
弗吉尼亚,WAP
“旧金山”号,WAP
白俄罗斯,COU
格林维尔,WAP
俄克拉荷马城,WAP
SSN-723,WAP
挪威,COU
直布罗陀海峡,LOC
艇长,TIT
哈特福德号,WAP
SSN-768,WAP
波斯湾,LOC
纽波特纽斯号,WAP
SSN-750,WAP
阿拉伯海,LOC
新奥尔良号,WAP
圣安东尼奥级,WAP
哈特福德号,WAP
迈阿密号,WAP
SSN-755,WAP
蒙彼利埃号,WAP
圣哈辛托号,WAP
提康德罗加级,WAP
杰克逊维尔号,WAP
SSN-699,WAP
AC-130,WAP
AC-130J,WAP
运8,WAP
运9,WAP
AC130,WAP
榴弹炮,WAP
苏30MKK,WAP
加利福尼亚州,LOC
爱德华兹,LOC
MQ-20,WAP
复仇者,WAP
UTAP-22 Mako,WAP
弗吉尼亚级,WAP
M-70,WAP
温彻斯特,LOC
M1903,WAP
M1D型狙击步枪,WAP
AR-15,WAP
CAR-15,WAP
M4卡宾枪,WAP
M-14,WAP
M-1,WAP
M14,WAP
AK47,WAP
AKM,WAP
北越,LOC
DKZ82-B10,WAP
BK-811,WAP
O-811,WAP
M48,WAP
M113,WAP
K-50M ,WAP
冲锋枪,WAP
MG34,WAP
RPD ,WAP
DP27,WAP
DP28,WAP
RPG-7 ,WAP
SKS半自动步枪,WAP
SVD 半自动狙击步枪,WAP
SVT40,WAP
波波沙41,WAP
米托卡列夫,WAP
德什卡,WAP
重机枪,WAP
马卡洛夫,WAP
莫辛纳甘,WAP
战列舰,WAP
安-12运输机,WAP
B21,WAP
RQ-4,WAP
E-2,WAP
MODEL 401,WAP
战神阿瑞斯之子,WAP
验证机,WAP
B-2,WAP
X-47,WAP
EA-18G,WAP
咆哮者,WAP
电子战机,WAP
歼-8,WAP
歼-8Ⅱ,WAP
歼教-6,WAP
歼教-1,WAP
沈阳,LOC
歼-8ⅡM,WAP
歼-8D,WAP
印太,LOC
亚太,LOC
AMCA,WAP
瑞典,COU
MQ-9,WAP
苍鹭,WAP
搜索者,WAP
亚洲,LOC
歼敌者,WAP
T-90,WAP
舟桥,MIL
AH-64E,WAP
阿帕奇,WAP
地狱火,WAP
教9,WAP
TPLF,ORG
提格雷,LOC
人民解放阵线,ORG
政府军,MIL
中亚,COU
日内瓦,LOC
SSGN,WAP
俄亥俄级,WAP
巴西,COU
荷兰,COU
维克兰特,WAP
米纳斯吉拉斯,WAP
五月二十五日”号,WAP
智利,COU
超军旗,WAP
A-4,WAP
天鹰,WAP
格鲁曼,ORG
追踪者,WAP
“圣保罗”号,WAP
A12,WAP
“大西洋”号,WAP
蒙古,COU
汉福德,ORG
歼-5,WAP
歼-6,WAP
歼-7,WAP
西欧,LOC
埃及,COU
歼-8FR,WAP
运-20,WAP
2S4,WAP
T-62,WAP
乌拉尔-63706,WAP
维克拉马蒂亚,WAP
埃默里兰,WAP
出云,WAP
珍珠港,LOC
麦凯恩,WAP
T54,WAP
T55,WAP
T62,WAP
T-72A,WAP
米-24,WAP
米-8,WAP
米-17,WAP
米格-21,WAP
苏赫巴托尔号,WAP
歼-20,WAP
